iter	Logloss
167	0.6000961721
168	0.5998061955
169	0.5990988582
170	0.5984974414
171	0.5980008334
172	0.5976562262
173	0.597601378
174	0.5973570526
175	0.5968626916
176	0.5963695914
177	0.5956636608
178	0.5952747047
179	0.5949858814
180	0.594645986
181	0.5941524446
182	0.5934510827
183	0.592959404
184	0.5922611475
185	0.591773206
186	0.5912846982
187	0.5905919135
188	0.5898975611
189	0.5894101679
190	0.5888170123
191	0.5881270409
192	0.5876405358
193	0.5871607184
194	0.5864689231
195	0.5860887527
196	0.5856047153
197	0.5851221383
198	0.5844396889
199	0.5841569841
200	0.5834754527
201	0.5833826661
202	0.5826998353
203	0.5822223127
204	0.5819868922
205	0.5813053429
206	0.5808307707
207	0.5803554118
208	0.5798814952
209	0.5793052614
210	0.579030776
211	0.5785558343
212	0.5780802071
213	0.5776069522
214	0.5769335568
215	0.5762606859
216	0.575588429
217	0.5751178324
218	0.5745497048
219	0.5738821745
220	0.5732152224
221	0.5726514399
222	0.5721807122
223	0.5715154946
224	0.5709545672
225	0.5704893351
226	0.5699225187
227	0.5694578946
228	0.5687990487
229	0.5682341039
230	0.5676764488
231	0.5673908889
232	0.5667345881
233	0.5662738681
234	0.5656175852
235	0.5655192852
236	0.5652511477
237	0.5645979822
238	0.563945359
239	0.5633921206
240	0.5631254137
241	0.5628621519
242	0.5624064744
243	0.5619510829
244	0.5614961207
245	0.5608457148
246	0.5601978779
247	0.5597492814
248	0.5591014087
249	0.5586503923
250	0.5583885372
251	0.5578417659
252	0.5573927999
253	0.5571297228
254	0.5564888477
255	0.5560420036
256	0.5554020762
257	0.5547637641
258	0.55431391
259	0.5536786795
260	0.5532336056
261	0.5526894927
262	0.5521520257
263	0.5517101705
264	0.5514400721
265	0.5511319578
266	0.5504998326
267	0.5498674154
268	0.5496140599
269	0.5493577659
270	0.548825711
271	0.5483843625
272	0.5479456186
273	0.5476903737
274	0.5470662177
275	0.5464406133
276	0.5459999561
277	0.5459550679
278	0.5455180109
279	0.5448961496
280	0.5445955336
281	0.544063127
282	0.5436274529
283	0.5431941867
284	0.5425745428
285	0.5421420872
286	0.5417066872
287	0.5410895765
288	0.5407952785
289	0.5403641939
290	0.5397485018
291	0.5393160582
292	0.5388891995
293	0.5384615302
294	0.5380332232
295	0.5375163734
296	0.5370876372
297	0.536565733
298	0.5361398339
299	0.5355324864
300	0.5351051688
301	0.5346813619
302	0.5342588782
303	0.5338346839
304	0.5334086478
305	0.5329870701
306	0.5325670183
307	0.5324713588
308	0.5318708181
309	0.5316260874
310	0.5311145306
311	0.5306970596
312	0.5304553568
313	0.529946363
314	0.5293509185
315	0.528749758
316	0.5282449782
317	0.5276502788
318	0.5272344947
319	0.5268169165
320	0.5263974786
321	0.526163739
322	0.5255702913
323	0.5249783635
324	0.5248878002
325	0.5244732559
326	0.5242342055
327	0.5239977479
328	0.5239180088
329	0.5233303666
330	0.5230944991
331	0.5228437424
332	0.5224309623
333	0.5220193207
334	0.5216081023
335	0.5212014854
336	0.5207003593
337	0.5201147676
338	0.519709152
339	0.5193004727
340	0.5188975871
341	0.5184875965
342	0.518253547
343	0.5178481996
344	0.5174433053
345	0.5168621123
346	0.5165864825
347	0.5163085341
348	0.515728873
349	0.5153277695
350	0.5150532663
351	0.5148218453
352	0.514245218
353	0.5136700213
354	0.5132717431
355	0.5126955807
356	0.5122094214
357	0.5119785547
358	0.5114109635
359	0.5109191418
360	0.5105236888
361	0.5101264358
362	0.5096465349
363	0.5090791583
364	0.5086863816
365	0.5082863152
366	0.5078940094
367	0.5073297083
368	0.5067638338
369	0.5065404296
370	0.5063152194
371	0.5057515144
372	0.5053591728
373	0.5052724779
374	0.5048825681
375	0.5046133935
376	0.5041355491
377	0.5038735747
378	0.5033138871
379	0.5029224515
380	0.5025333881
381	0.5019772351
382	0.5017551124
383	0.5013670087
384	0.5009802341
385	0.5004237533
386	0.4999569356
387	0.4994045973
388	0.4990226924
389	0.4987582743
390	0.4983736038
391	0.49799155
392	0.4976097822
393	0.4971434474
394	0.4967623711
395	0.4962097883
396	0.495667088
397	0.495120883
398	0.4947381616
399	0.4943611383
400	0.4941582561
401	0.4937806129
402	0.4932365417
403	0.4928596377
404	0.4923142672
405	0.4919392705
406	0.4914763927
407	0.4909408927
408	0.4904005051
409	0.4899439692
410	0.48940804
411	0.4888684273
412	0.4884938478
413	0.4881238222
414	0.4879094362
415	0.487539959
416	0.4871664166
417	0.4867099404
418	0.48625983
419	0.4858895421
420	0.4853592396
421	0.4849905491
422	0.484620285
423	0.4844111085
424	0.4839652658
425	0.48360008
426	0.4830702901
427	0.4825433373
428	0.4824716926
429	0.482107687
430	0.4815798044
431	0.4810522318
432	0.4808486938
433	0.4803222299
434	0.4799589276
435	0.4797518611
436	0.4792308927
437	0.4787072778
438	0.4783464193
439	0.4779846668
440	0.4774655581
441	0.4769459963
442	0.476585412
443	0.476069963
444	0.4755518556
445	0.4751913428
446	0.4748321652
447	0.4743958116
448	0.4740361691
449	0.4736830831
450	0.4733240485
451	0.4728098989
452	0.4722985268
453	0.4722176671
454	0.4718619347
455	0.4713537216
456	0.4709228754
457	0.4704116464
458	0.4700584173
459	0.4698585033
460	0.4695017099
461	0.4690743923
462	0.4688883662
463	0.4683823705
464	0.4681427717
465	0.4677936673
466	0.4674426317
467	0.4670919299
468	0.4667394876
469	0.4663915515
470	0.4659680843
471	0.4654657602
472	0.4651946425
473	0.464844954
474	0.4643462777
475	0.4641129255
476	0.463766408
477	0.4632658124
478	0.4627680421
479	0.4624256492
480	0.4620782733
481	0.4617333531
482	0.4612372279
483	0.4608197331
484	0.460327971
485	0.4600933075
486	0.4597532749
487	0.4595594049
488	0.4592156529
489	0.4591778278
490	0.4589489579
491	0.4587164998
492	0.4582279325
493	0.4577367783
494	0.4573946476
495	0.4569044948
496	0.4565662384
497	0.4560791016
498	0.4555925012
499	0.4552553773
500	0.4548399568
501	0.4546495318
502	0.4543132782
503	0.4541232228
504	0.4537861824
505	0.4534516931
506	0.4532432675
507	0.4527620554
508	0.4522782207
509	0.4517971396
510	0.4514642954
511	0.4509818554
512	0.4506496429
513	0.4503186941
514	0.4499838829
515	0.4496515274
516	0.4491744518
517	0.4486990213
518	0.4483707666
519	0.4478920221
520	0.4474159718
521	0.4470866442
522	0.4466136575
523	0.4462871313
524	0.4461000562
525	0.4456281662
526	0.4451558948
527	0.4448316216
528	0.4443591714
529	0.4438871861
530	0.4435640097
531	0.4430920124
532	0.4426288962
533	0.4423046231
534	0.4419785261
535	0.4416549087
536	0.4411871076
537	0.4409899116
538	0.4405934453
539	0.440128839
540	0.4398066878
541	0.4394826412
542	0.4390247464
543	0.4385610223
544	0.4382380247
545	0.4378466845
546	0.4375283241
547	0.4371363521
548	0.4366767764
549	0.4363595128
550	0.4359016776
551	0.4354425311
552	0.4351240516
553	0.4348091364
554	0.4346302032
555	0.4342499852
556	0.4337897301
557	0.4333374381
558	0.432883513
559	0.4325673699
560	0.4323563576
561	0.4320450544
562	0.431731391
563	0.4314191341
564	0.4311051369
565	0.4306569457
566	0.4302060008
567	0.4298968911
568	0.4295165896
569	0.4293405771
570	0.4291678429
571	0.4288563967
572	0.4285462618
573	0.4282374263
574	0.42806741
575	0.4279954433
576	0.4276871324
577	0.4273767948
578	0.4271684289
579	0.4267919898
580	0.4263489723
581	0.4260417104
582	0.4256014347
583	0.4253947496
584	0.4249547601
585	0.4246501327
586	0.4242096186
587	0.4239064693
588	0.4235375643
589	0.4231658936
590	0.4227283478
591	0.4224249601
592	0.4222572446
593	0.421890533
594	0.421587801
595	0.4211544275
596	0.420718348
597	0.4202857018
598	0.4199858308
599	0.4196240664
600	0.4191900015
601	0.41889292
602	0.4185930133
603	0.4182951927
604	0.4178641796
605	0.4176991463
606	0.4174681187
607	0.417172122
608	0.4167441249
609	0.4163141489
610	0.4158877492
611	0.4157223582
612	0.4154272676
613	0.415002501
614	0.4148374677
615	0.4144784808
616	0.4141852617
617	0.413989985
618	0.4136282086
619	0.4134648442
620	0.4133026242
621	0.4130110264
622	0.4127154112
623	0.4124251723
624	0.4122934937
625	0.4118719339
626	0.4115143538
627	0.4110901117
628	0.410799706
629	0.4104446769
630	0.4102835894
631	0.4098642707
632	0.4095755577
633	0.4092870712
634	0.4089976788
635	0.4087083936
636	0.4082924724
637	0.4078756452
638	0.407591331
639	0.4075216293
640	0.4072344184
641	0.4068812966
642	0.4065944552
643	0.4061831355
644	0.4057698369
645	0.4054846406
646	0.4053261638
647	0.4050412059
648	0.4047575235
649	0.4044729233
650	0.4041253567
651	0.4037147284
652	0.4034296155
653	0.4031479955
654	0.4029586792
655	0.4026784062
656	0.40239501
657	0.4022387385
658	0.4019587636
659	0.4016780615
660	0.4015208721
661	0.4011142254
662	0.4007089376
663	0.4003693461
664	0.3999636054
665	0.3998083234
666	0.399652946
667	0.3993154645
668	0.3989104509
669	0.3987627506
670	0.3984849334
671	0.3982072949
672	0.3978641629
673	0.3975270033
674	0.397186327
675	0.3969114423
676	0.3965113044
677	0.3961134911
678	0.3958383441
679	0.3956634283
680	0.3952652931
681	0.394990468
682	0.3945939302
683	0.3945286155
684	0.3942543507
685	0.3939836025
686	0.3938292027
687	0.393559742
688	0.3933764696
689	0.3931040764
690	0.3929533243
691	0.3926182628
692	0.3922244668
693	0.3918298721
694	0.3915593982
695	0.391291225
696	0.3910202146
697	0.3906274915
698	0.3902351141
699	0.3899677515
700	0.389698422
701	0.3894282579
702	0.3890410304
703	0.388651967
704	0.3883854628
705	0.3881170869
706	0.3879391193
707	0.3876152158
708	0.3873473048
709	0.3869617701
710	0.3865763664
711	0.3864290714
712	0.3862617731
713	0.3861158371
714	0.385731113
715	0.3854655623
716	0.3850812793
717	0.3848170161
718	0.3845551252
719	0.3841715932
720	0.3837905049
721	0.3834084988
722	0.3831473947
723	0.3830025196
724	0.3826801538
725	0.3822989821
726	0.3820375323
727	0.3818743348
728	0.381614244
729	0.381354177
730	0.3809751391
731	0.3805983067
732	0.3803401828
733	0.3800788164
734	0.3797017217
735	0.3793270826
736	0.3791547894
737	0.3788962841
738	0.3786412477
739	0.378267312
740	0.3779496551
741	0.3775761724
742	0.3774344683
743	0.3771212578
744	0.376866138
745	0.3765513659
746	0.3761800528
747	0.3760195374
748	0.3756485939
749	0.3753334403
750	0.3750814795
751	0.374712193
752	0.3745153785
753	0.3742087007
754	0.3739001751
755	0.373646009
756	0.373394227
757	0.3731425405
758	0.3728320718
759	0.3725785732
760	0.3723284125
761	0.3719625115
762	0.371653688
763	0.3713440061
764	0.3709797382
765	0.3707315445
766	0.3703667521
767	0.3701189041
768	0.3698681831
769	0.3696206212
770	0.3694544554
771	0.3693013787
772	0.3690511823
773	0.368690908
774	0.3683320165
775	0.3681937575
776	0.3680589557
777	0.3678126931
778	0.3675655246
779	0.3673173308
780	0.3670726418
781	0.3668260455
782	0.3665233135
783	0.3661660314
784	0.3659209967
785	0.3657572985
786	0.3654601932
787	0.3651048183
788	0.3647498131
789	0.3644482136
790	0.3640946031
791	0.3638508797
792	0.3635009289
793	0.3632000685
794	0.3629048347
795	0.362552464
796	0.3623116732
797	0.3619597197
798	0.3616090775
799	0.3612608433
800	0.361019814
801	0.3608363867
802	0.3605956197
803	0.3602461219
804	0.3599576831
805	0.3597175956
806	0.3594787121
807	0.3591854334
808	0.3589457512
809	0.3587063551
810	0.3584181428
811	0.3581791043
812	0.3578368902
813	0.3574895382
814	0.3573621392
815	0.3571268797
816	0.3567812204
817	0.3565463185
818	0.3562579274
819	0.3560234308
820	0.3558694243
821	0.3555763364
822	0.3552361131
823	0.3549509525
824	0.3547162414
825	0.3544836998
826	0.3542504311
827	0.3540150881
828	0.3536762238
829	0.3534445763
830	0.3531060934
831	0.352767837
832	0.3524849057
833	0.352357471
834	0.3521263957
835	0.3520012379
836	0.3517145991
837	0.351484108
838	0.351149416
839	0.3508149028
840	0.350688529
841	0.3503540993
842	0.3500220895
843	0.3499801159
844	0.3496484518
845	0.3493157625
846	0.3490883708
847	0.3488612294
848	0.3486339688
849	0.3483570933
850	0.3480762243
851	0.3479518652
852	0.3476213574
853	0.3474802017
854	0.3473560929
855	0.3471296668
856	0.3468020082
857	0.3465759397
858	0.3464280844
859	0.3462033153
860	0.3460807681
861	0.3458067656
862	0.3455824018
863	0.3453590989
864	0.3450856924
865	0.3448626757
866	0.3445366621
867	0.3444147348
868	0.3440900803
869	0.3438675404
870	0.343645227
871	0.343424058
872	0.3430998683
873	0.3427770734
874	0.3426558614
875	0.3424351692
876	0.3421128035
877	0.3420578718
878	0.3417356849
879	0.3414622068
880	0.3411425948
881	0.3409215212
882	0.3407837868
883	0.340464592
884	0.3402449131
885	0.3400264502
886	0.3398081541
887	0.3394895792
888	0.33927145
889	0.3390546083
890	0.3388367414
891	0.3386189461
892	0.338500309
893	0.3381835938
894	0.3379663467
895	0.3377034426
896	0.3374349594
897	0.3371716022
898	0.3369558811
899	0.3368386984
900	0.33669765
901	0.3363823891
902	0.3361680269
903	0.3358543396
904	0.3357376814
905	0.3354251623
906	0.3351118326
907	0.3349955797
908	0.334782052
909	0.3345695496
910	0.3343561888
911	0.3340457201
912	0.3339298964
913	0.33383708
914	0.3335736275
915	0.3332637072
916	0.3329549789
917	0.3327434301
918	0.3324855804
919	0.3321775436
920	0.3320622683
921	0.3317555428
922	0.3314994812
923	0.3312381983
924	0.3310286522
925	0.3307732105
926	0.3306353331
927	0.3304261684
928	0.3302169561
929	0.3299622297
930	0.3297533274
931	0.3295457363
932	0.3293371201
933	0.3290344238
934	0.3287754774
935	0.3284730196
936	0.3281699181
937	0.3279639959
938	0.3277562618
939	0.3275506258
940	0.3272481441
941	0.3271140099
942	0.3268138885
943	0.3265139818
944	0.3263832092
945	0.326084733
946	0.3257841825
947	0.3254849195
948	0.3252815723
949	0.3249836922
950	0.324779582
951	0.3245765448
952	0.3243278742
953	0.3240306616
954	0.3237348318
955	0.3234825373
956	0.3232368231
957	0.322941494
958	0.3227394104
959	0.3224453926
960	0.3222436666
961	0.3219500065
962	0.3217495441
963	0.3215480328
964	0.3214410782
965	0.3211480618
966	0.3209479094
967	0.3207490444
968	0.3204564571
969	0.3201651335
970	0.3198739767
971	0.3196278334
972	0.3193370819
973	0.3190474272
974	0.3188005209
975	0.3185603142
976	0.318314743
977	0.3180737734
978	0.3179668188
979	0.317770505
980	0.3174830437
981	0.3171958208
982	0.3169999361
983	0.3168041229
984	0.3165604353
985	0.3163659811
986	0.3161705256
987	0.3159739971
988	0.3157797813
989	0.3155416965
990	0.315415144
991	0.315221262
992	0.3150266647
993	0.3148316622
994	0.3147268295
995	0.3145341635
996	0.3143404961
997	0.3141448498
998	0.3139094591
999	0.3136261225
